Subject_ID,Delta,Theta,Alpha,Beta,Gamma,y
X6.V1.283,0.7626755385944926,0.02991771178749972,0.03220573312811074,0.01714973072304159,0.0007595387766340452,2
X21.V1.415,0.007329354301707323,0.005245575748773941,0.0008875703104014689,0.0004642049863462517,6.168195596261692e-05,2
X2.V1.321,0.00519688484392237,0.009202920937733164,0.032037916896101984,0.04486029471341729,0.000385179741409645,4
X17.V1.483,0.08879306940248773,0.001571326092910852,0.0008031380016133157,0.0007320135402845374,5.6858349192126715e-05,2
X11.V1.172,0.0031994785110770604,0.010439691825722037,0.0011984359924586071,0.0020288668045347377,6.259205374203052e-05,3
X13.V1.503,0.09389966124609896,0.018706259722564844,0.05771449449301386,0.011440005910049678,9.967122770720924e-05,2
X17.V1.310,0.013104306206168884,0.004058806927977257,0.010537125220232382,0.009878041185562141,0.0003558667471424367,4
X22.V1.854,0.04524768611509787,0.21496710074721453,0.1985460364802067,0.11778892338801245,0.004400281120216385,1
X18.V1.412,0.32142083766673546,0.019360559452617325,0.05040708453221013,0.026525637101050013,0.0035247688811394927,3
X8.V1.832,0.0030562228958495308,0.004285524265268936,0.004628131318190621,0.0028235379805429672,0.0001144795353182088,3
X15.V1.710,0.0243208003150849,0.02009224155249586,0.02619957583630406,0.009876436017448748,0.0002603615626178651,4
X14.V1.143,0.010868532905970039,0.00927733508550646,0.00099709667019941,0.0004969045611848987,3.21783794644654e-05,2
X17.V1.262,0.01353631761630607,0.0032484002834899084,0.0004180828529341481,0.0006485334106742452,6.791705728289972e-05,3
X9.V1.103,0.07526818755304476,0.013311826071434451,0.0024005919221978082,0.0004980919113059409,7.07699569768614e-05,2
X13.V1.21,0.006238687177232493,0.0034851537398302487,0.0015955145516619808,0.0031797946627617857,0.00017789391077427025,5
X7.V1.66,0.016374834704337426,0.0037249565194031765,0.017848682818745035,0.01698288692794695,0.00041441894415937964,5
X7.V1.432,0.048805850062432016,0.0141067337982102,0.003340181418032179,0.002711945580829857,0.00021127838849508023,3
X20.V1.283,0.023888390577032032,0.004639245893402859,0.0019232569898055003,0.001219033105839664,2.9712626250991233e-05,2
X15.V1.651,0.0029807671166270488,0.02384153291940222,0.013008476050701913,0.07666011408690303,0.002915328794449547,4
X22.V1.501,0.009262670249814971,0.0021853989033773,0.02001158345959613,0.007523691064791019,0.00012701664961153818,4
X19.V1.862,0.004467483669071696,0.009733083376795727,0.0011752468003653396,0.0007536807924213634,3.542554056420695e-05,3
X16.V1.331,0.04480015007532577,0.01158943395751063,0.0615290112377004,0.0186231180192695,0.0003625936025051382,4
X22.V1,0.006842034655191619,0.01043295481133383,0.011903181906974647,0.0062858836703717285,0.0004825215785242547,5
X17.V1.422,0.04059834894208896,0.006674279416681789,0.018247067155388395,0.009531465942104664,0.00028770594110905643,3
X1.V1.701,0.01304164675924686,0.0037967646570442166,0.018787675289002104,0.01912273295469801,0.0011883643431697274,4
X13.V1.512,0.01646286944011447,0.003728051806619395,0.002662920769178251,0.001816426162536646,6.33967591547614e-05,3
X4.V1.80,0.019295417852463442,0.006145185628427537,0.006689606945519599,0.008479023638469342,0.00036636781005583045,5
X5.V1.63,0.016014911168611604,0.010186747899998466,0.010943276938405515,0.015447597153512412,0.0010266415410486005,5
X21.V1.163,0.004315250996299544,0.027532200673978338,0.0016827764451995291,0.0009392568921058514,4.2649909539353926e-05,2
X20.V1.234,0.1893852050914271,0.19940741648811894,0.23338743864919834,0.1956981414442541,0.002766584105901461,1
X15.V1.732,0.0035044027463299204,0.0021389715260821045,0.0016236612788670397,0.00044348756117216365,3.428476526063691e-05,3
X16.V1.261,0.0049365567147351755,0.006000096916450561,0.027399490086392166,0.0068075042522027195,0.00012850804375642199,4
X9.V1.35,0.00858812901283179,0.0035137668715664004,0.01776323889013463,0.01310170071828576,0.00034067777231534384,5
X18.V1.762,0.07651848281368576,0.012766048263419096,0.017383851050773218,0.008611761152825874,0.0008574729247679051,3
X13.V1.251,0.004137369206332911,0.005958445870784175,0.07775630325271142,0.004978940502936209,0.00020194159387807014,4
X6.V1.764,0.5141856007286705,0.13103958078527747,0.07366388009869829,0.04511057055956505,0.0008242300905498878,1
X17.V1.602,0.006426293080128265,0.0008952349684046788,0.0011317816355406085,0.0022094134382130695,0.00010038055217670749,3
X12.V1.584,2.2522438599678227,0.9952672995836106,1.149788027450611,0.35132298193951494,0.007075534410551579,1
X18.V1.922,0.009536301176595194,0.002494680268850284,0.00017007834672631717,0.0003380475487186335,5.9199019113699285e-05,3
X18.V1.782,0.41687839929341225,0.02545605683379396,0.015239705333499559,0.00698849914879204,0.0002394398508586189,3
X1.V1.943,0.09334520322437122,0.009292763809997398,0.005715604227293226,0.0053201224770741675,0.0004663711765365095,2
X8.V1.11,0.006317582490331637,0.0019673892577346344,0.003290144283423539,0.003933325359203473,0.0002432625441047807,5
X7.V1.221,0.016343747501348163,0.0121463420817989,0.02959307171625627,0.0044811723894710494,9.905191043735579e-05,4
X11.V12,0.023751995361684423,0.013055348950137427,0.001514917246408549,0.0014084039460264507,6.60935583539871e-05,3
X19.V1.262,0.007908443065110168,0.007063978633234803,0.0008128206329236836,0.0006317381421561209,7.197904038497563e-05,3
X3.V1.844,0.9492762400458995,1.3978105567380348,0.5898039647740727,2.5930776301782483,0.0992301063855958,1
X14.V1.142,0.04379324333074593,0.0027998029324874728,0.0043056495925485605,0.016243535021821482,0.0017342646372390297,3
X5.V1.863,0.011827320729825223,0.004407684228707646,0.0005418372736647415,0.0007647219333847484,5.2165533007132327e-05,2
X19.V1.843,0.0017117920935486217,0.002339426986967484,0.0008739989785794158,0.0006398442754455494,6.135264267000936e-05,2
X7.V1.131,0.01578009598679729,0.06363229481328858,0.07227868916931557,0.02091156527137563,0.0004842148434267196,4
X6.V1.864,0.10629508199616652,3.21678305066535,0.568847847255101,0.1271110910003264,0.0017801074167165898,1
X10.V1.244,2.8389315482761552,0.16611605769731208,0.7445070395129664,0.40588717402967844,0.007201033234729926,1
X22.V1.564,0.5260226675016647,0.8625520425607645,1.104969361826022,0.11207538927242933,0.0031823274692929543,1
X22.V1.817,0.16629219982898974,1.5255133254945263,0.6676791246769334,0.10307000977692275,0.003930567276807842,1
X23.V1.703,0.0013662320638829209,0.004002391434883757,0.0006846175323400867,0.0013632706848037588,5.963586677924345e-05,2
X15.V1.123,0.01228575081895775,0.001547293582517032,0.002018299767716727,0.000766881172203731,3.7115603684270615e-05,2
X9.V1.16,0.0033269683274681737,0.00144428196350541,0.0022660948494020953,0.0019555227000400913,9.22795165220841e-05,5
X20.V1.48,0.005437541485767817,0.0017793541140575723,0.003223150163661771,0.006157331096080296,0.0004695670250713674,5
X9.V1.272,0.004972665951951958,0.0005499924938793217,0.0002687564556098832,0.0001837619948337791,2.8161848067723235e-05,3
X11.V1.892,0.009518253191228959,0.004489083446071309,0.0017733510304923767,0.0005419423829162535,0.00016298577952869435,3
X6.V1.413,0.10077540842593286,0.0412638525704773,0.011332452515582889,0.005924896391951997,0.00027865846581545813,3
X2.V1.324,0.8168430203174257,0.4695017965048439,0.30169322380161584,0.11519061496720273,0.0026809423771479044,1
X6.V1.801,0.025853103255996778,0.010423382812013368,0.02390449760531852,0.06277010401535604,0.0013187277372960482,4
X16.V1.703,0.012446221309150582,0.007293920825570341,0.003765282977692015,0.0006617915710976923,5.181251220247237e-05,2
X21.V1.683,0.005515322353521304,0.0030669582859070787,0.0006695847328309752,0.0003839285401323895,3.94834807139162e-05,2
X4.V1.617,0.48373705676340323,1.9016157240481313,0.5014824597116263,0.48941448708900026,0.011839549362106556,1
X3.V1.474,0.28958463054188144,0.9258487340081464,0.8856395342707334,0.19212805698952656,0.004763538218229243,1
X3.V1.793,0.002370552753024439,0.008206487929150498,0.014516879379730036,0.0048315312583986966,0.00019833920270017865,2
X9.V1.52,0.0048127289818823225,0.0027493183640412235,0.015932637501996468,0.009158006957294292,9.680560285003287e-05,5
X3.V1.594,4.966665773801669,0.35171927594064695,0.562516871252038,0.532560242911119,0.008279663728285525,1
X21.V1.604,0.01902763224657187,0.7196120220129458,0.8649483432152741,0.3747966679588257,0.01987073355974642,1
X10.V1.316,0.0037385108461193356,1.0136999880670727,0.016596983966459297,0.091959875910199,0.001738877721864125,1
X20.V1.45,0.013233867588994069,0.002052379015984547,0.003288907529509032,0.008735090857328761,0.0005884250424195106,5
X9.V1.162,0.034282960937347,0.014170965267473504,0.022202783987075935,0.01049221982877927,0.002710172193753714,3
X8.V1.693,0.28486355723114576,0.04899424568454474,0.04710452920874927,0.05764403647404315,0.0005123395708645976,2
X23.V1.291,0.031737614669579216,0.0590231618447804,0.058036477598332366,0.032960471550839185,0.0003143648404466771,4
X23.V1.615,0.07008370653123917,0.0024718867442835796,0.0023041558654890806,0.0007250316558416403,6.057053222994376e-05,2
X8.V1.801,0.03244073424560216,0.01061231959308679,0.01540422953111543,0.011366263081295317,0.0008637523879038283,4
X7.V1.364,3.34986135976221,0.7708836318663574,1.1045086065943632,8.5176897667164,0.04605578274911298,1
X19.V1.864,2.425555757090204,0.8777040732852995,0.24785546977428577,0.10101739669191426,0.003936031132506014,1
X11.V1.923,0.013403525679960887,0.002226632114205728,0.0002134237024970758,0.0008414991203945601,0.00016262999812957776,2
X5.V1.314,0.025928413700659375,0.004087591424428655,0.0010876363788728314,0.0010616423656191862,6.341978802903392e-05,2
X10.V1.143,0.01572150230262382,0.023519584519411767,0.0019762984908881184,0.0004918413278541505,1.8525219539371118e-05,2
X2.V1.452,0.007652098214714804,0.0027668074116357134,0.0015955366785517042,0.0008565667863352924,8.482000819743445e-05,3
X17.V1.931,0.05750061987333291,0.0389776495477676,0.21067881536003508,0.02431849698560974,0.0006375359688339023,4
X3.V1.424,0.343247514275301,0.09951884583392584,0.030822857507005214,0.024445366684022536,0.0011012276147587855,1
X7.V1.164,2.7730455564568,3.3827304509900014,0.5028853812620886,2.325417994068363,0.15190210320548744,1
X20.V1.981,0.0279798456432346,0.013258004071307556,0.04239695407255785,0.01680062055769144,0.00032852546406213326,4
X2.V1.122,0.011835008077306634,0.002436507994218595,0.001268402713787547,0.0008859182370079281,2.8670235661633408e-05,3
X2.V1.414,0.0381669045160597,0.003746493420105565,0.005161906529320839,0.004092432575216624,0.00018331483777693378,2
X15.V1.104,0.711953047909552,0.9129483486969396,0.564704715325806,1.428644081895782,0.043476017786710834,1
X23.V1.481,0.15540328429839806,0.017090062231022902,0.0039730692078348805,0.003772721818390097,0.00014791752350596724,4
X4.V1.683,0.007465812991847769,0.0030723558145131853,0.0007359087652862902,0.00046258575825324714,6.542658880088748e-05,2
X14.V1.912,0.018083064754170226,0.0017036082033274993,0.0011960173456988705,0.001612958645495767,4.5739850805180896e-05,3
X5.V1.842,0.01326170887083045,0.0070607306340072125,0.0262948702705774,0.006399590981852955,0.0013401582321095867,3
X7.V1.372,0.11193076163100411,0.017558915921697407,0.011363605989255345,0.0021538539001489396,0.0002692828178663889,3
X9.V1.811,0.0010581955752501167,0.002206315902603807,0.0027859114786717553,0.03262560454622094,0.001066662323770761,4
X4.V1.603,0.035825160588391386,0.010844097205153256,0.006114870087295269,0.0026825558571830863,8.544383055924214e-05,2
X1.V1.20,0.01187109211952066,0.0009157920808312144,0.001094483886672158,0.0030067072213424834,0.00024546225080592773,5
X11.V1.914,0.010617407623454922,0.008721190843446316,0.0008168391095885552,0.0006361820954216616,7.004837049412189e-05,2
X22.V1.116,0.8164852490314648,0.2684788144295506,0.27200443002163593,2.6464169589446453,0.07448294905635287,1
X3.V1.217,0.11098891320151043,0.18524614155769084,0.26485312163544067,0.377742571616986,0.004751330206700948,1
X11.V1.98,0.0008181421841835037,0.006607462329522092,0.019295739107024746,0.016786303927339347,0.0001436470157547772,5
X17.V1.915,0.07308344494932065,0.027642381881576743,0.006742857228207975,0.0007315001081415235,0.00010844384502378072,2
X15.V1.412,0.1828965080657965,0.31533096006733696,0.028270272283647625,0.05775484058987828,0.0015171316903707657,3
X10.V1.931,0.04003097842255146,0.07548310087781596,0.4414932814879552,0.028094504638362654,0.0011670648704237866,4
X7.V1.381,0.023929443240464955,0.008820552329208644,0.226658865000128,0.03673056659630827,0.0005923997773739549,4
X14.V1.234,0.5139542256855675,0.3289374538541765,0.17650280470906082,0.6988002645796731,0.0044164357730456655,1
X20.V1.754,3.0238345630176506,0.49316692852624106,1.0338630641654507,3.4562159305576463,0.01464835963679541,1
X13.V1.232,0.12726496482683675,0.021057500579951788,0.006720122121296604,0.009705230474073071,0.0007322521168670666,3
X18.V1.312,0.024524831956759408,0.011995910258930048,0.0042018484371853845,0.0016073005355220446,0.0001717486943845962,3
X23.V1.731,0.0011581636712077186,0.002653572118920593,0.014248698745711705,0.0302278959684429,0.0015496654379147444,4
X12.V1.61,0.01653384438685468,0.009784780697519375,0.005745860180172202,0.008397071043444126,0.0002608278703479002,5
X5.V1.594,1.7260939612561643,1.128721718932629,0.4481793827849566,0.32758181714993856,0.028374424847419127,1
X2.V1.71,0.006795897030236812,0.008869818967087382,0.015598878009409579,0.01568814686098121,0.0007287719563712034,5
X8.V1.761,0.029810007244127364,0.012107949051651247,0.02092494021281914,0.012220443329502298,0.0032085441557109834,4
X18.V1.92,0.00824008527247685,0.00323595667013831,0.004499891941821773,0.01375639798345158,0.0004098738753612206,5
X19.V1.304,0.0705827531740782,2.6635777779497305,0.5061633788975136,0.1835216672078097,0.01926374769955569,1
X4.V1.60,0.0021463418460897707,0.0021492738015978013,0.00278516279167298,0.0022975444556836582,0.00022784678801273718,5
X10.V1.83,0.01806022550769958,0.0036347063314859044,0.0014064423244277997,0.008480043818516487,0.00019418458601648447,5
X17.V1.511,0.005479621279721401,0.0061599381334491166,0.0248596540915378,0.002747127553789434,0.0001613889131455948,4
X16.V1.421,0.005287133049973565,0.0014509798437516176,0.004195556292514053,0.0022463040434862643,0.00018559680123913198,4
X18.V1.112,0.042462692245747606,0.013511236540457144,0.0027630511599172213,0.001663176621093171,0.0001693934839813174,3
X18.V1.717,0.3162229979638994,0.9913563173452495,0.36521948444267194,0.18758897138902836,0.007052030890650447,1
X19.V1.617,0.9017969972113913,1.0518699299369276,0.906159261798518,0.34128708367931393,0.010081194344231116,1
X2.V1.76,0.025429961045955823,0.009377536989507215,0.00489968662282115,0.009462682259891669,0.0009556819846841919,5
X3.V1.59,0.0038530281844956224,0.006622782086087586,0.004482499251511376,0.003691882391299507,0.00014393050853838202,5
X4.V1.834,0.1874043500998462,0.0609549239174684,0.0558449313276979,0.07528854209592306,0.003410151047190873,1
X3.V1.381,0.007481922375811422,0.0032260342828028055,0.030708053305005697,0.01859482415466398,0.00042527584860275645,4
X22.V1.316,0.10694373810460166,0.3475222605895167,0.16673162052051432,0.06724248009664952,0.00024782459070484084,1
X16.V1.54,0.004532190729919265,0.00920837610767423,0.01709055905986455,0.017411755550833238,0.0005655704699821944,5
X20.V1.143,0.00946892236450181,0.010130246914079263,0.0033301786248827003,0.0009841481291121587,4.264418894153903e-05,2
X15.V1.30,0.006783488251401003,0.009264998258844147,0.0010225936893026866,0.0036202733188755174,0.00020776666742880777,5
X14.V1.631,0.020472578047687612,0.024033516699990168,0.0160839144626159,0.0880562699683425,0.0017815773311499951,4
X16.V1.984,1.064850629176822,0.17917344212643185,1.4074829191233142,1.0361282234862137,0.039638692609697504,1
X16.V1.893,0.07871334566845048,0.054374406919633966,0.005499111259935969,0.0010282099770503566,3.0842543148893545e-05,2
X2.V1.313,0.004189759942523278,0.0053363336554724744,0.002244954829226433,0.0010324601668671306,0.00010498318212300303,3
X10.V1.801,0.024806790076710997,0.00874485146093608,0.017339106125363563,0.015620949447890456,0.0012341670584597342,4
X14.V1.816,0.0307508765173749,2.674367101452839,0.31569770370078276,0.23160553544787846,0.0031051704579627406,1
X6.V1.142,0.12871777583563776,0.09612945708915518,0.017381584232767634,0.02271925201468602,0.0013126066140912293,3
X11.V1.532,0.031140034276628932,0.0017657855800251576,0.001691185310384837,0.0020949012554056304,0.00016612230429667696,3
X22.V1.893,0.07114117922127962,0.039996617411012195,0.004354395177066192,0.0009764490402924948,6.96650459539586e-05,2
X13.V1.791,0.018298959572223064,0.013272076769757344,0.01863554472312734,0.03345525069909837,0.0015384958951002396,4
X11.V1.281,0.008996683121094603,0.0061742813768371685,0.010448745253728178,0.006938730895479977,0.0003020744217599218,4
X5.V1.615,0.033187719453928774,0.004606918437609276,0.002540881880968583,0.0009905532443005066,6.541581639831811e-05,2
X16.V1.68,0.03268020809043936,0.008855215544534603,0.00891185720518958,0.008339194698433673,0.0007433104342542076,5
X5.V1.243,0.21412426942198365,0.04525196907171891,0.014792430342112398,0.01185495552944916,0.0003925756268440064,2
X23.V1.582,0.008584030456303182,0.001571125567279163,0.0006177955635655401,0.0003433686444070324,3.371704987196974e-05,3
X1.V1.131,0.03670790268390409,0.03518260646440126,0.3609475980299127,0.04169165072510853,0.001574590311113541,4
X8.V1.17,0.011150738594977741,0.013152303839098843,0.008381395485646686,0.017423202556141375,0.0008772073319236568,5
X2.V1.564,0.02046330197300668,1.8956865967365046,0.0531225483069208,0.07954455348874687,0.004785109549482994,1
X7.V1.391,0.00833599669863705,0.003182247579110854,0.14009993239651616,0.020907706874826036,0.0004535486996473854,4
X9.V1.715,0.01658339786933707,0.002228803783716928,0.001426464584512738,0.0008786997873525297,6.836306324329113e-05,2
X23.V1.94,0.01277553944011588,0.0021288082645387445,0.014187401216696191,0.010942268450849897,0.0005770840092330963,5
X12.V1.773,0.03757860491718778,0.002391755581142938,0.012525503794844918,0.0061005384833379365,0.00024096658326612234,2
X13.V1.414,0.11160647192360115,0.03297679276955477,0.04670388510861089,0.0158566088887889,0.0003477064129737033,2
X7.V1.182,0.039414698978662475,0.019973118621438364,0.001373750077324167,0.001831191101317575,0.000394588296157306,3
X2.V1.352,0.03471358386008888,0.009698342808012614,0.001351551149707916,0.0011028188515392805,9.687248337876451e-05,3
X7.V1.516,0.03885785320120349,0.5115404408450384,0.021074194495839187,0.03562564227854185,0.0010640762244670749,1
X17.V1.48,0.013822851055774514,0.002160795475107051,0.009787301148540458,0.009411824702516804,0.000424038197989799,5
X6.V1.584,5.515675032865398,2.3592062645741727,1.5701218890946451,1.1588081008549294,0.014463812998785016,1
X5.V1.304,0.030750222797041274,1.055705542794593,0.07965613539692665,0.09745022331766923,0.0023309519211660735,1
X10.V1.424,0.03931394809703956,0.1352031065033585,0.019795479568793177,0.01571540091954606,0.0005620066263626229,1
X22.V1.712,0.00923794358271035,0.010627987809708491,0.0014928468574871823,0.000690910584502151,9.470903376393605e-05,3
X5.V1.933,0.022868600110492444,0.02692658405609658,0.005157310071876932,0.00952567732972041,0.00091757197626435,2
X17.V14,1.2327839347575664,1.0355947932599339,0.5810566216135474,1.2509245901512294,0.010869255257074086,1
X18.V1.214,0.08719957424229832,0.005397281827613178,0.0022922139180893385,0.002890914894101487,6.542495572615786e-05,2
X9.V1.442,0.049936313030501514,0.011134751472566502,0.0030650765038166316,0.0011033728728212443,9.982013710619874e-05,3
X6.V1.151,0.0020362176175817486,0.0034555222751699354,0.03930662050933849,0.01584458427844445,0.0004833974419395431,4
X19.V1.821,0.006336118597321929,0.004255034517382976,0.008021907635215979,0.02460139620920104,0.0015265297002176516,4
X19.V1.422,0.11835435301011579,0.012085320680685421,0.010318029835013284,0.01669337560613446,0.0002467847282055567,3
X3.V1.812,0.06867455110221499,0.0012601133590858095,0.003923585474344314,0.0019114335688121056,0.0003073614754700753,3
X3.V1.13,0.016443482270672764,0.002438174036620862,0.009266303765410752,0.010805704265788679,0.00016258794880650955,5
X15.V1.374,0.18660091632762288,0.15449722570456315,0.10194197183418112,0.04788031710232278,0.001007292590769513,1
X9.V1.154,0.2275817224334043,0.011663829507080422,0.006839706425231589,0.01890611232326074,0.0003188829255129836,1
X4.V1.682,0.019373666617982774,0.019599627132648123,0.0077004788290788665,0.0022823230840537463,6.276400362111267e-05,3
X3.V1.18,0.012644142874078938,0.004605502031678637,0.0026650226145323204,0.0018438717949025025,0.00012817144078906072,5
X7.V1.862,0.013358945341507212,0.005376291523672205,0.0008441928425383015,0.0007046335599781113,3.0040845455445396e-05,3
X9.V1.317,0.16945175277107405,0.0793621337609684,0.04560075330913939,0.021906826677979357,0.0005014594699230036,1
X1.V1.982,0.12219035705057628,0.004872025600725626,0.0012260409986854692,0.0015270131535882467,9.070552980169138e-05,3
X18.V1.273,0.030972217058189457,0.00993333353774854,0.002664432307193723,0.0011787136699559129,8.167564611443749e-05,2
X14.V1.661,0.04920180051678585,0.041475844208990406,0.03124318255897833,0.05444032213245789,0.002934976761091688,4
X20.V1.962,0.006658141835331319,0.0010032389244834293,0.00016982729359189572,0.0004104261015440958,2.8964693758233986e-05,3
X14.V1.171,0.0031547122996178232,0.0043833259567922726,0.05983520968839647,0.025975172475116437,0.0003225377186531569,4
X20.V1.6,0.012044112244810794,0.02189490837877539,0.014312207198994899,0.009950133943075243,0.0009023886741880877,5
X7.V1.95,0.011452771486868168,0.0037660167263118237,0.003955458082068456,0.011611299568532237,0.0005414580680418963,5
X10.V1.67,0.005008022662816003,0.0017784175056158623,0.0040505283866643475,0.012733483443641783,0.00040460715009630824,5
X9.V1.615,0.438368722694528,0.017674950213235934,0.003582468783174856,0.0010691380450178773,6.885478080833243e-05,2
X5.V1.881,0.01449384504041436,0.010330421567297104,0.010213206048386821,0.014102411251548597,0.001021995706671319,4
X16.V1.374,0.5483118586456157,0.1697526300849539,0.18817783412784267,0.0672686108632975,0.0009295970346988494,1
X13.V1.111,0.0015009732211570535,0.002215457438111978,0.007780251454224672,0.005632478391780781,0.0002383551678659488,4
X13.V1.19,0.00529997151221676,0.0009522176571802288,0.0020590956416514823,0.0034928880647832135,0.00042186866991568943,5
X15.V1.522,0.03916738351858165,0.0024809266518488844,0.0019676127498301204,0.0010910751406496056,0.00011051379931388609,3
X12.V1.12,0.002442909911447949,0.0030641679638689994,0.0027481051035222735,0.004319647202303436,0.0002863918511861196,5
X6.V1.524,1.2625525947612506,0.38045804594412447,0.16057337418981543,0.27287024957903994,0.00542286512814224,1
X16.V1.262,0.003638673234609592,0.002752254757630208,0.0006872882634735132,0.0005742346059391312,5.616021100652415e-05,3
X20.V1.17,0.010050537069039023,0.0046773687576929625,0.011135102661152717,0.00620861180361159,0.0009953382279175714,5
X10.V1.721,0.04522328979848952,0.006604877084771365,0.009655990794033592,0.018958261179106546,0.0008672079449870483,4
X12.V1.962,0.00444989490565733,0.0013750317579914152,0.00031640939812161095,0.000423004661243504,3.15686063131433e-05,3
X5.V1.61,0.01913221577566101,0.010386703571271357,0.021257064322838456,0.008509327902857255,0.00048533967309992394,5
X7.V1.314,0.027050855724599993,0.0007825672089107086,0.0008352552894438402,0.0010800831984577302,7.88712938425625e-05,2
X4.V1.394,0.49565960004088105,0.12143298564124799,0.09684425454407847,0.17492442647334278,0.011066453513671942,1
X1.V1.672,0.07513075256503801,0.029280705753023176,0.012757622252034861,0.00790482367422517,0.001571343960236361,3
X2.V1.217,0.12743040892827012,0.34682800240544637,0.34740220864928506,0.3097482704168961,0.004208447431950908,1
X18.V1.194,0.02028892262743624,0.40093748051165085,0.1723107423888891,0.10942620837102734,0.0015569523392294164,1
X18.V1.404,1.6235093112536925,0.10104558835809568,0.5654137078575876,1.6939144664848609,0.07198867297666309,1
X1.V1.571,0.007534549007049333,0.006683668759203087,0.007220119368250767,0.011521246960637837,0.0011560979365917786,4
X5.V1.154,0.2592755062897944,0.015071563836116707,0.023385197073110167,0.014046021412570671,0.0004437082227989068,1
X2.V1.234,1.1550370063218511,1.558701215595099,1.113297631008118,0.5591324142128178,0.04312639441229074,1
X10.V1.215,0.033299556284617275,0.01613517915357896,0.007205464960988522,0.004030025233217799,9.087826845177956e-05,2
X17.V1.82,0.002833939477767274,0.004994825603827773,0.0073955208225296235,0.003336384857521967,0.00016582430732269194,5
X12.V1.62,0.032858718503982906,0.007978417936038047,0.003437561888460682,0.004382046550425897,0.0001274296125365378,5
X7.V1.26,0.007062701103432737,0.007053688961129076,0.005990283084572041,0.02922595434998932,0.0004231741732739102,5
X20.V1.934,0.36755036766928206,1.2883765638352462,1.1451017556517624,0.17340332779260853,0.004494374345951936,1
X10.V1.963,0.10968802770746043,0.05982616345492846,0.038442056113437685,0.005628947984604846,0.0004997052390809465,2
X20.V1.60,0.0013044803637170125,0.0019960877406859506,0.005604873106629175,0.0025182535484580193,0.00022141157645004818,5
X13.V1.992,0.030153661499475407,0.001495524203130213,0.004438125580394461,0.0012359784857236555,0.0001457018425913016,3
X18.V1.342,0.013697120456658645,0.011029155096109997,0.0039423855541146115,0.0010608838666038584,6.547369028675858e-05,3
X17.V1.424,0.050868892908320966,0.3031061720565167,0.027688879803423976,0.018183073891989247,0.0007818720961399079,1
X9.V1.972,0.03199414568952342,0.007144987321288083,0.003240325192592721,0.0025548719291612005,0.0002955545925919225,3
X19.V1.604,0.009823328970059527,0.7011063191875266,0.7851178008060314,0.26156378600241553,0.028706280060847727,1
X13.V1.313,0.006516813947875393,0.00326812669766148,0.0012304942944945788,0.000677424432305493,8.114636309914083e-05,3
X12.V1.37,0.002964305995410376,0.001244088338114105,0.00447932485295971,0.0025027711507616124,0.00035049006168372466,5
X9.V1.481,0.005831621492756334,0.007250809337515663,0.005170089368396559,0.003353187630392419,0.00016856374400854297,4
X19.V1.573,0.006642236554602585,0.002875253367777996,0.0014378248945937156,0.0004156474807548587,6.797973668764628e-05,2
X1.V1.114,0.006961035274002445,0.003105142251269557,0.0010051473487732569,0.0010146071102346364,6.016480197962996e-05,2
X22.V1.764,0.18871582399873588,0.049363487883240686,0.21930296813175454,0.0867975870556311,0.0048173144353866205,1
X23.V1.821,0.012494790379865945,0.0025535453309360975,0.00442935155507424,0.02662091580921424,0.0009374806965489703,4
X14.V1.684,0.5187111262840397,0.0967452030498034,0.1984395231218573,0.354642477676692,0.004057605597653544,1
X9.V1.801,0.008829726645145678,0.018659881958398718,0.014797532965440917,0.04041233376852396,0.0012471303003522278,4
X18.V1.117,1.064567196847257,3.1692459047051154,1.1795278961014053,0.44566898765007223,0.01231140275467351,1
X16.V1.643,0.0086358835609794,0.015459264932085593,0.009527705104444152,0.008117640274413916,0.0002712489816216031,2
X9.V1.624,0.025911439831802243,0.48149182329218093,0.10888151353491286,0.05726660424697235,0.0005774877638537097,1
X1.V1.781,0.01624606191013512,0.006366249624637446,0.006870646174556284,0.010640076515534402,0.0018023279917119331,4
X11.V1.251,0.01510057969714865,0.009361069589868112,0.12793849405192684,0.006840553665128129,0.000387611278142886,4
X15.V1.544,0.22145163435917975,0.17875835282404698,0.031224943743894402,0.030901551522589794,0.0005762848354881798,1
X15.V13,0.005444544594479173,0.001279968599721194,0.000998610293016412,0.0005649254396938874,8.127390027155225e-05,2
X18.V1.43,0.004725326586414098,0.007939773328661323,0.014710327136547262,0.007861495187416481,0.0006143441061369092,5
X18.V1.915,0.011628825073274408,0.025023682757949858,0.007804840636717645,0.0035236223513901823,4.875935867518114e-05,2
X16.V1.29,0.0864540056348231,0.003975930995078104,0.014941550446914182,0.017348255634121137,0.003964781982475413,5
X8.V1.343,0.019570470225473362,0.016622324307328174,0.001114350937430743,0.0006133631279957969,3.1321217100823945e-05,2
X6.V1.92,0.0025840252236854337,0.011049682170043443,0.008673769393612443,0.012570080673985611,0.00028782057892018896,5
X9.V1.323,0.02826898721155586,0.033681300280631765,0.0030915251080747934,0.0014703858460788535,7.906426765693747e-05,2
X20.V1.973,0.0839585714493409,0.04535229305579559,0.0022599067993996857,0.010629289195740068,0.0005756600161960589,2
X10.V1.534,0.0021378672307162776,1.6344980860339848,1.2903558590924455,0.09131213551273484,0.0016481007528513713,1
X18.V1.393,0.01240133795383079,0.0014498965909683062,0.00030422701243528806,0.001642228880333533,4.917881959726085e-05,2
